Name,starRating,Komment,reviews.createTime,review_clean,sentiment,rating_num,YearMonth,text_len,word_count
Senay,FIVE,"Ich bin seit Jahren bei Max Energy und sehr zufrieden. Der Kundenservice ist rasch, kompetent und freundlich. Die Rechnungen pünktlich und der Preis,  im Vergleich zu anderen Anbietern,  günstig. Der Wechsel war sehr einfach und bequem. Man/ Frau wird auch nicht ""zugespamt"" mit Werbemails. Also alles sehr seriös, preiswert und zufriedenstellend. Vielen Dank an das gesamte Team - an dieser Stelle! :)",2024-09-05 00:00:00.000,ich bin seit jahren bei max energy und sehr zufrieden der kundenservice ist rasch kompetent und freundlich die rechnungen pnktlich und der preis  im vergleich zu anderen anbietern  gnstig der wechsel war sehr einfach und bequem man frau wird auch nicht zugespamt mit werbemails also alles sehr seris preiswert und zufriedenstellend vielen dank an das gesamte team  an dieser stelle ,pos,5,2024-09,382,60
Christian,FIVE,Alles gut gelaufen,2024-09-05 00:00:00.000,alles gut gelaufen,pos,5,2024-09,18,3
Siegfried Stipsits,FIVE,Sehr zufrieden mit dem Preis Leistung verhältnis. Freundlich und kompetente Beratung alles bestens Top.,2024-09-05 00:00:00.000,sehr zufrieden mit dem preis leistung verhltnis freundlich und kompetente beratung alles bestens top,pos,5,2024-09,100,14
Joshua Metz,FIVE,Wechsel war schnell und unkompliziert und die Website und die online Abwicklung modern.,2024-09-05 00:00:00.000,wechsel war schnell und unkompliziert und die website und die online abwicklung modern,pos,5,2024-09,86,13
W S,FIVE,Ich hatte Maxenergy schon als Anbieter und bin jetzt wieder durch einen Vergleich bei Maxenergy gelandet. Alles perfekt. Umstieg war wie damals einfach und unkompliziert. Kann ich nur empfehlen.,2024-09-05 00:00:00.000,ich hatte maxenergy schon als anbieter und bin jetzt wieder durch einen vergleich bei maxenergy gelandet alles perfekt umstieg war wie damals einfach und unkompliziert kann ich nur empfehlen,pos,5,2024-09,190,29
Markus,FIVE,"Wechsel war einfach und rasch, absolute Empfehlung!",2024-09-05 00:00:00.000,wechsel war einfach und rasch absolute empfehlung,pos,5,2024-09,49,7
Martin Owsanecki,FOUR,"Wir haben Anfang August bei Maxenergie einen Kombivertrag für Strom und Gas abgeschlossen, leider haben wir bis Heute keinen Vertrag oder eine aussagekräftige Bestätigung für das Gas erhalte. Das Service Team ist sehr nett, jedoch hat sich an der Situation trotz vielfachem Mailverkehr nichts verändert.
Trotz alledem kann und werde ich Maxenergie  weiterempfehlen!",2024-09-03 00:00:00.000,"wir haben anfang august bei maxenergie einen kombivertrag fr strom und gas abgeschlossen leider haben wir bis heute keinen vertrag oder eine aussagekrftige besttigung fr das gas erhalte das service team ist sehr nett jedoch hat sich an der situation trotz vielfachem mailverkehr nichts verndert
trotz alledem kann und werde ich maxenergie  weiterempfehlen",pos,4,2024-09,355,53
Richard,FIVE,Der Wechsel zu MAXENERGY folgte vollkommen unproblematisch.,2024-09-03 00:00:00.000,der wechsel zu maxenergy folgte vollkommen unproblematisch,pos,5,2024-09,58,7
Conny Corona,FIVE,"Unkomplizierte Suche nach dem besten Angebot!
Unkomplizierter umstieg!
Die Firma Maxenergy kümmert sich um alles, das is super und macht es viel leichter!
Die Preise sind unschlagbar!!

Bin sehr froh von Verbund umgestiegen zu sein

Vielen Dank an das Team!!",2024-09-03 00:00:00.000,"unkomplizierte suche nach dem besten angebot
unkomplizierter umstieg
die firma maxenergy kmmert sich um alles das is super und macht es viel leichter
die preise sind unschlagbar

bin sehr froh von verbund umgestiegen zu sein

vielen dank an das team",pos,5,2024-09,249,40
Sabine H.,FIVE,"Bevor ich zu Maxenergy gewechselt habe, hatte ich schon Kontakt zum Kundenservice! Sehr freundlich, und eine wirklich gute und verständliche Beratung am Telefon! Das hat mich schon mal überzeugt.
Die Kündigung beim vorigen Anbieter hat auch Maxenergy für mich erledigt und all das hat bisher reibungslos und vor allem unkompliziert funktioniert. 
Soweit bin ich absolut zufrieden und kann Maxenergy sehr empfehlen!",2024-09-03 00:00:00.000,"bevor ich zu maxenergy gewechselt habe hatte ich schon kontakt zum kundenservice sehr freundlich und eine wirklich gute und verstndliche beratung am telefon das hat mich schon mal berzeugt
die kndigung beim vorigen anbieter hat auch maxenergy fr mich erledigt und all das hat bisher reibungslos und vor allem unkompliziert funktioniert 
soweit bin ich absolut zufrieden und kann maxenergy sehr empfehlen",pos,5,2024-09,403,61
Franz Schramm,FIVE,"Perfekte Ummeldung des Anbieters, transparente Abrechnung. Wir waren schon bei der Gaslieferung sehr zufrieden, jetzt haben wir eine Wärmepumpe und gute Erfahrung bei der Stromlieferung und -abrechnung.",2024-09-03 00:00:00.000,perfekte ummeldung des anbieters transparente abrechnung wir waren schon bei der gaslieferung sehr zufrieden jetzt haben wir eine wrmepumpe und gute erfahrung bei der stromlieferung und abrechnung,pos,5,2024-09,196,27
Manuela Schödl,ONE,"Wenn ich 0 Sterne geben könnte würde ich es tun. Doch leider geht das nicht. Ich habe seit 24.juni 2024 einen neuen stromanbieter. Ich habe bis jetzt noch keine schlussrechnug und Abrechnung von Maxenergie erhalten da sie anscheinend noch keine schlussrechnug von netz-nö erhalten haben. Nach dem Anruf von mir bei Netz -nö haben die mir gesagt das eine Schlussrechnung von ihrer Seite am 19.juli und am 15.august an Max-energie geschickt wurde. Am 29. August habe ich zum 6. Mal ca bei max Energie angerufen und gefragt wie weit meine Abrechnung gearbeitet wird. Die geben .ihr zur Antwort sie haben noch immer keine Abrechnung von netz-nö. Ich Ruf sofort bei Netznö an, Frage nach, die geb mir zur Info das die Unterlagen schon 2 Mal an Max-energie geschickt wurden..die nette Dame schickte.mir nochmals die Unterlagen per Mail zu, ich schickte sie sofort an Max-energie weiter und heute, am 2.09.2024, sagte mir die Dame von max-energie das sie nie eine E-Mail von mir mit den Unterlagen bekommen hat obwohl ich eine Lesebestätigung von max-energie bekommen habe das meine e-mail angekommen und gelesen wurde. Bitte Finger weg von diesem Anbieter. Es gibt nur probleme",2024-09-02 00:00:00.000,wenn ich 0 sterne geben knnte wrde ich es tun doch leider geht das nicht ich habe seit 24juni 2024 einen neuen stromanbieter ich habe bis jetzt noch keine schlussrechnug und abrechnung von maxenergie erhalten da sie anscheinend noch keine schlussrechnug von netzn erhalten haben nach dem anruf von mir bei netz n haben die mir gesagt das eine schlussrechnung von ihrer seite am 19juli und am 15august an maxenergie geschickt wurde am 29 august habe ich zum 6 mal ca bei max energie angerufen und gefragt wie weit meine abrechnung gearbeitet wird die geben ihr zur antwort sie haben noch immer keine abrechnung von netzn ich ruf sofort bei netzn an frage nach die geb mir zur info das die unterlagen schon 2 mal an maxenergie geschickt wurdendie nette dame schicktemir nochmals die unterlagen per mail zu ich schickte sie sofort an maxenergie weiter und heute am 2092024 sagte mir die dame von maxenergie das sie nie eine email von mir mit den unterlagen bekommen hat obwohl ich eine lesebesttigung von maxenergie bekommen habe das meine email angekommen und gelesen wurde bitte finger weg von diesem anbieter es gibt nur probleme,neg,1,2024-09,1129,192
WGM,FOUR,Leider keine proaktive Information bzgl. des Gas- und Strompreises. Wurde aber nach Anfrage sofort und positiv für uns erledigt,2024-09-02 00:00:00.000,leider keine proaktive information bzgl des gas und strompreises wurde aber nach anfrage sofort und positiv fr uns erledigt,pos,4,2024-09,123,19
Gisela Dirnböck,FIVE,"Meine Entscheidung vor einigen Jahren zu Maxenergy zu wechseln habe ich nie bereut. Schriftverkehr, Preise, etc. - alles passt.",2024-09-01 00:00:00.000,meine entscheidung vor einigen jahren zu maxenergy zu wechseln habe ich nie bereut schriftverkehr preise etc  alles passt,pos,5,2024-09,121,18
Fuchs Gabriele,FOUR,"Zuverlässig - Preis/Leistung ist Ok (auch in Krisenzeiten) 
Ein Maluspunkt ist, dass man anscheinend innerhalb des bestehenden Vertrages auf keinen anderen (i.e. Kombivertrag) umsteigen kann  - deshalb nur 4 Sterne. Habe aber MAXENERGY bereits an mehrere Bekannte weiterempfohlen und werde dies auch weiterhin tun.",2024-08-31 00:00:00.000,"zuverlssig  preisleistung ist ok auch in krisenzeiten 
ein maluspunkt ist dass man anscheinend innerhalb des bestehenden vertrages auf keinen anderen ie kombivertrag umsteigen kann   deshalb nur 4 sterne habe aber maxenergy bereits an mehrere bekannte weiterempfohlen und werde dies auch weiterhin tun",pos,4,2024-08,301,42
Nadja Simone Dominkowitsch,FIVE,Der Umstieg zu MAXENERGY hat vor Jahren schon problemlos funktioniert. Per Mail gibt es regelmäßig Updates des Tarifes. Auch die Umstellung zu einem günstigeren Tarif seitens MAXENERGY klappt wunderbar. Wir sind schon seit ein paar Jahren sehr zufriedene Kunden.,2024-08-30 00:00:00.000,der umstieg zu maxenergy hat vor jahren schon problemlos funktioniert per mail gibt es regelmig updates des tarifes auch die umstellung zu einem gnstigeren tarif seitens maxenergy klappt wunderbar wir sind schon seit ein paar jahren sehr zufriedene kunden,pos,5,2024-08,255,39
Radka Bělková,FIVE,Persönlicher Zugang und unkompliziert,2024-08-29 00:00:00.000,persnlicher zugang und unkompliziert,pos,5,2024-08,36,4
Egon,FIVE,Prima Customer Service Bereich. Schnelles Feedback und übersichtliche Rechnungserstellung,2024-08-29 00:00:00.000,prima customer service bereich schnelles feedback und bersichtliche rechnungserstellung,pos,5,2024-08,87,9
Lothar Lindenberger,FIVE,"a) Es kam noch immer Gas aus der Leitung.
b) Mein Vertrag wurde von MAXENERGY nie gekündigt.
Das ist echte Versorgungssicherheit!",2024-08-29 00:00:00.000,"a es kam noch immer gas aus der leitung
b mein vertrag wurde von maxenergy nie gekndigt
das ist echte versorgungssicherheit",pos,5,2024-08,123,21
CK,FIVE,"Bin seid ung.10 Jahren bei Maxenergy. Schnelle Information bei Preisänderungen. Transparente 
Übersicht der Strom Produkte. Mein früherer Strom-
Lieferant Stadtwerke Schwaz ist eine Katastrophe.
Freundlwirtschaft ohne Ende, zahlen darfs der Kunde !
War eine gute Entscheidung den Stromanbieter zu 
wechseln! Macht weiter so....... !",2024-08-29 00:00:00.000,"bin seid ung10 jahren bei maxenergy schnelle information bei preisnderungen transparente 
bersicht der strom produkte mein frherer strom
lieferant stadtwerke schwaz ist eine katastrophe
freundlwirtschaft ohne ende zahlen darfs der kunde 
war eine gute entscheidung den stromanbieter zu 
wechseln macht weiter so ",pos,5,2024-08,312,42
Klaus,ONE,"Ganz schlimm! Ich bekomme immer Mails ob ich zufrieden bin, obwohl ich KEIN Kunde bin und noch nie war. Auf Mails von mir wird nicht geantwortet. Ganz schlecht und traurig!",2024-08-29 00:00:00.000,ganz schlimm ich bekomme immer mails ob ich zufrieden bin obwohl ich kein kunde bin und noch nie war auf mails von mir wird nicht geantwortet ganz schlecht und traurig,neg,1,2024-08,167,30
Franz Eireiner,FIVE,Bei diesem Unternehmen ist alles unkompliziert. Bin sehr zufrieden damit. Danke,2024-08-28 00:00:00.000,bei diesem unternehmen ist alles unkompliziert bin sehr zufrieden damit danke,pos,5,2024-08,77,11
Gottfried Bogner,FIVE,Mein Wechsel zu MAXENERGY war schon 2016. Seitdem gab es nie Probleme. Auch der Wechsel auf andere Tarife bei MAXENERGY ist immer mir nur einem Anruf und dann ein Click im E-Mail erledigt gewesen. Es könnte nicht besser laufen!,2024-08-28 00:00:00.000,mein wechsel zu maxenergy war schon 2016 seitdem gab es nie probleme auch der wechsel auf andere tarife bei maxenergy ist immer mir nur einem anruf und dann ein click im email erledigt gewesen es knnte nicht besser laufen,pos,5,2024-08,221,39
Karl Kotzina,FIVE,Einfach und nützlich.,2024-08-28 00:00:00.000,einfach und ntzlich,pos,5,2024-08,19,3
Ernest Korn,ONE,"Ich habe heute um 15:30 in ihrer Kundendienststelle angerufen und meine Jahresabrechnung urgiert.
(Zeitraum 7.6.23 - 6.6.24)
Die Dame welche meinen Anruf entgegennahm hat ihren Namen leider vernuschelt und ihn mir am Ende auch nicht mehr verraten.
Jedenfalls verriet sie mir, dass es zur Zeit gröbere Verzögerungen bei den Abrechnungen gäbe und ich mich deshalb gedulden müsste.
(Es geht hier um einige Tausend Euro !)
Auf meine nächste Frage, welchen Strompreis ich zur Zeit habe, nannte sie mir 33 Cent/kWh.
Auf meine Erwiderung, dass ich, wenn ich jetzt abschließen würde, maximal die Hälfte dieses Preises zu zahlen hätte, wusste sie keine Antwort.
Sie sagte mir nur, dass lt. Abrechnung (welche für mich ja noch gar nicht vorhanden ist) eine Forderung von € 444,26 gegenständlich wäre.
Kurioserweise ist dass genau der Betrag den ich bei der letzten Jahresabrechnung geleistet hatte.
Ich habe in den letzten beiden Jahren über € 50.000,- 
an Energiekosten aufgewendet und meine Teilbeträge immer fristgerecht bezahlt, also erwarte ich mir von meinen Geschäftspartnern ein ebensolches Gebaren !!
Zu guter Letzt möchte ich nicht unerwähnt lassen:
Hätte ich solch eine Angestellte in meinen Reihen, sie hätte auf der Stelle (zumindest) Telefonverbot.",2024-08-28 00:00:00.000,"ich habe heute um 1530 in ihrer kundendienststelle angerufen und meine jahresabrechnung urgiert
zeitraum 7623  6624
die dame welche meinen anruf entgegennahm hat ihren namen leider vernuschelt und ihn mir am ende auch nicht mehr verraten
jedenfalls verriet sie mir dass es zur zeit grbere verzgerungen bei den abrechnungen gbe und ich mich deshalb gedulden msste
es geht hier um einige tausend euro 
auf meine nchste frage welchen strompreis ich zur zeit habe nannte sie mir 33 centkwh
auf meine erwiderung dass ich wenn ich jetzt abschlieen wrde maximal die hlfte dieses preises zu zahlen htte wusste sie keine antwort
sie sagte mir nur dass lt abrechnung welche fr mich ja noch gar nicht vorhanden ist eine forderung von  44426 gegenstndlich wre
kurioserweise ist dass genau der betrag den ich bei der letzten jahresabrechnung geleistet hatte
ich habe in den letzten beiden jahren ber  50000 
an energiekosten aufgewendet und meine teilbetrge immer fristgerecht bezahlt also erwarte ich mir von meinen geschftspartnern ein ebensolches gebaren 
zu guter letzt mchte ich nicht unerwhnt lassen
htte ich solch eine angestellte in meinen reihen sie htte auf der stelle zumindest telefonverbot",neg,1,2024-08,1189,187
Elgar Zeisel,ONE,"Ich bin seit etlichen Jahren Max Kunde und mit der Preisgestaltung zufrieden gewesen. Bis ich mir im Frühjahr 24 eine Photovoltaik aufs Dach stellen ließ. Sinnvolle Auskünfte sind nicht zu erhalten. Freundliche Damen erklären nicht, was zu tun ist und verweisen auf emails, die ich schreiben soll. Verweisen auf eine neue Firma, deren Name mir entfallen ist, die liefert und Überschuss Strom abkauft. Ich habe wunschgemäß neue Verträge gezeichnet und sie wurden von Max storniert.Es ist immer noch ein unvollendetes Chaos, weil kein kompetenter Max mir in einfachen Worten erklären kann, was noch zu tun ist.",2024-08-28 00:00:00.000,ich bin seit etlichen jahren max kunde und mit der preisgestaltung zufrieden gewesen bis ich mir im frhjahr 24 eine photovoltaik aufs dach stellen lie sinnvolle ausknfte sind nicht zu erhalten freundliche damen erklren nicht was zu tun ist und verweisen auf emails die ich schreiben soll verweisen auf eine neue firma deren name mir entfallen ist die liefert und berschuss strom abkauft ich habe wunschgem neue vertrge gezeichnet und sie wurden von max storniertes ist immer noch ein unvollendetes chaos weil kein kompetenter max mir in einfachen worten erklren kann was noch zu tun ist,neg,1,2024-08,586,96
Robert Jecek,FIVE,"Hi an alle kann ich nur empfehlen..
Hier passt alles ...
Vernünftige Preise..",2024-08-28 00:00:00.000,"hi an alle kann ich nur empfehlen
hier passt alles 
vernnftige preise",pos,5,2024-08,69,12
Franka,FIVE,"Ich kann nur positiv berichten. Gute Kommunikation, faire Preise.",2024-08-28 00:00:00.000,ich kann nur positiv berichten gute kommunikation faire preise,pos,5,2024-08,62,9
Doris Fischer,FIVE,Schnelle Hilfe nette Mitarbeiter transparente Preisgestaltung-bisher alles top,2024-08-28 00:00:00.000,schnelle hilfe nette mitarbeiter transparente preisgestaltungbisher alles top,pos,5,2024-08,77,8
Wolfgang Kirschner,FIVE,"Die Preise sind in Ordnung. Tarifwechsel wurde auf meinen Wunsch innerhalb weniger Tage durchgeführt. 
Auch in Zeiten hoher Gaspreise kam ich mir nie unter Druck gesetzt vor",2024-08-28 00:00:00.000,"die preise sind in ordnung tarifwechsel wurde auf meinen wunsch innerhalb weniger tage durchgefhrt 
auch in zeiten hoher gaspreise kam ich mir nie unter druck gesetzt vor",pos,5,2024-08,170,27
Isabell Hofer,FIVE,"Wir sind jetzt schon ein paar Jahre bei Max  Energie immer sehr zufrieden,nie Schwierigkeiten gehabt,egal ob Corona oder Energiekrise immer super bedient worden.",2024-08-28 00:00:00.000,wir sind jetzt schon ein paar jahre bei max  energie immer sehr zufriedennie schwierigkeiten gehabtegal ob corona oder energiekrise immer super bedient worden,pos,5,2024-08,158,23
elisabeth kurzbauer,FOUR,"ich bin mit maxenergie sehr zufrieden, bin aber kein Neukunde, schon seit jähren dabei. Da sie das leider nicht wissen, muss ich einen Stern abziehen.",2024-08-28 00:00:00.000,ich bin mit maxenergie sehr zufrieden bin aber kein neukunde schon seit jhren dabei da sie das leider nicht wissen muss ich einen stern abziehen,pos,4,2024-08,144,25
MZ,FOUR,"Gute Kommunikation per Mail oder Telefon, rasche Abwicklung, gute Beratung.",2024-08-28 00:00:00.000,gute kommunikation per mail oder telefon rasche abwicklung gute beratung,pos,4,2024-08,72,10
Reinhard Lasselsberger,TWO,"Umstieg war easy, Abrechnungen pünktlich, nur in der Zwischenzeit zu teuer.",2024-08-28 00:00:00.000,umstieg war easy abrechnungen pnktlich nur in der zwischenzeit zu teuer,neg,2,2024-08,71,11
Christine,FIVE,Alles hat schnell und reibungslos funktioniert.,2024-08-26 00:00:00.000,alles hat schnell und reibungslos funktioniert,pos,5,2024-08,46,6
Alex Kramer,FIVE,Alles hat super und unkompliziert geklappt,2024-08-24 00:00:00.000,alles hat super und unkompliziert geklappt,pos,5,2024-08,42,6
A.C.,FIVE,Der Online-Wechsel hat sehr schnell und unkompliziert funktioniert. Die Vertragsunterlagen wurden rasch per email zugestellt.,2024-08-22 00:00:00.000,der onlinewechsel hat sehr schnell und unkompliziert funktioniert die vertragsunterlagen wurden rasch per email zugestellt,pos,5,2024-08,122,15
Sabine,FIVE,"Hab schon vor einem Jahr meinen Stromvertrag gewechselt und jetzt auch den Gasvertrag. Wie schon letztes Jahr ging alles reibungslos, etwaige Schwierigkeiten werden von Maxenergy völlig problemlos gelöst, auch offene Fragen oder Anliegen, werden immer bearbeitet.",2024-08-21 00:00:00.000,hab schon vor einem jahr meinen stromvertrag gewechselt und jetzt auch den gasvertrag wie schon letztes jahr ging alles reibungslos etwaige schwierigkeiten werden von maxenergy vllig problemlos gelst auch offene fragen oder anliegen werden immer bearbeitet,pos,5,2024-08,256,36
Uli Schmid,FOUR,Gutes bis sehr gutes online processing .eher durchschnittliche online communication auch bei business Kunden.   Eine Anmerkung: Die verschiedenen Verträge und natürlich Rechnungsstellung & Bezahlung zwischen MAXENERGIE und dem Netzbetreiber sollte schon bei Vertragsschluss besser hervorgehoben werden,2024-08-21 00:00:00.000,gutes bis sehr gutes online processing eher durchschnittliche online communication auch bei business kunden   eine anmerkung die verschiedenen vertrge und natrlich rechnungsstellung  bezahlung zwischen maxenergie und dem netzbetreiber sollte schon bei vertragsschluss besser hervorgehoben werden,pos,4,2024-08,295,35
Michael Lengenfelder,FIVE,"Total unkomplizierter Wechsel! 5 Minuten im Internet ( E-control, Tarifkalkulator ) ein paar Formulare ausfüllen alles andere erledigt MAXENERGY zuverlässig!!!",2024-08-21 00:00:00.000,total unkomplizierter wechsel 5 minuten im internet  econtrol tarifkalkulator  ein paar formulare ausfllen alles andere erledigt maxenergy zuverlssig,pos,5,2024-08,149,18
GS,FIVE,"Der Wechsel und Umstieg funktionierte rasch, effizient und völlig unkompliziert. Gute Arbeit, tolles Team, top Preis- Leistungsverhältnis, danke an die Mitarbeiter von MAXENERGY.",2024-08-17 00:00:00.000,der wechsel und umstieg funktionierte rasch effizient und vllig unkompliziert gute arbeit tolles team top preis leistungsverhltnis danke an die mitarbeiter von maxenergy,pos,5,2024-08,169,23
helmut josef,FIVE,total unkopliziert,2024-08-17 00:00:00.000,total unkopliziert,pos,5,2024-08,18,2
Hannes Tiefenbrunner,FIVE,"Nach Bekanntgabe meiner, für den Umstieg erforderlichen Daten -was in 5 Minuten erledigt war-, hat sich ME um den Rest gekümmert und mich bis zum tatsächlichen Umstieg immer per Mail  am Laufenden gehalten. Aus meiner Sicht perfekt gelaufen!",2024-08-17 00:00:00.000,nach bekanntgabe meiner fr den umstieg erforderlichen daten was in 5 minuten erledigt war hat sich me um den rest gekmmert und mich bis zum tatschlichen umstieg immer per mail  am laufenden gehalten aus meiner sicht perfekt gelaufen,pos,5,2024-08,232,38
Con Sat,FIVE,"MaxEnergy hat den Wechsel hervorragend administriert, das Problem sind die Wr.Netze, die offensichtlich unfähig sind zwischen Einspeise- und Bezugszählpunkt zu unterscheiden.",2024-08-16 00:00:00.000,maxenergy hat den wechsel hervorragend administriert das problem sind die wrnetze die offensichtlich unfhig sind zwischen einspeise und bezugszhlpunkt zu unterscheiden,pos,5,2024-08,167,21
Brigitta Ganster,FIVE,Alles hat sehr gut und problemlos geklappt,2024-08-16 00:00:00.000,alles hat sehr gut und problemlos geklappt,pos,5,2024-08,42,7
Margit Schwarz,FIVE,"Der Vertragsabschluss und der Umstieg war völlig unkompliziert, hab alles im Internet gemacht, bekam immer Informationen über den aktuellen Stand und auch kurz vor dem Umstieg nochmals eine Information per Mail. Die Kündigung meines vorherigen Anbieters lief auch über maxenergy total komplikationslos. Ich habe mittlerweile 2 Vertäge bei maxenergy und bin vollstens zufrieden. Danke nochmal für die unkomplizierte Abwicklung. Margit Schwarz",2024-08-16 00:00:00.000,der vertragsabschluss und der umstieg war vllig unkompliziert hab alles im internet gemacht bekam immer informationen ber den aktuellen stand und auch kurz vor dem umstieg nochmals eine information per mail die kndigung meines vorherigen anbieters lief auch ber maxenergy total komplikationslos ich habe mittlerweile 2 vertge bei maxenergy und bin vollstens zufrieden danke nochmal fr die unkomplizierte abwicklung margit schwarz,pos,5,2024-08,429,61
dragan bozic,FIVE,"In 5 Minuten alles erledigt und viel Geld erspart, der Anbieter Max Energy hat alles schnell und unkompliziert erledigt, 5 Sterne sind gerechtfertigt.",2024-08-16 00:00:00.000,in 5 minuten alles erledigt und viel geld erspart der anbieter max energy hat alles schnell und unkompliziert erledigt 5 sterne sind gerechtfertigt,pos,5,2024-08,147,23
Nikoleta,FIVE,Alles super,2024-08-16 00:00:00.000,alles super,pos,5,2024-08,11,2
Viorel Nicu,FIVE,"Hervorragend!

Großartiger, schneller Service!",2024-08-15 00:00:00.000,"hervorragend

groartiger schneller service",pos,5,2024-08,42,4
Kurt Neuwirth-Riedl,FIVE,Einfache und unkomplizierte Umstellung. Ausreichende Informationen,2024-08-15 00:00:00.000,einfache und unkomplizierte umstellung ausreichende informationen,pos,5,2024-08,65,6
Helmut Gaisbauer,FIVE,Es hat alles bestens funktioniert,2024-08-14 00:00:00.000,es hat alles bestens funktioniert,pos,5,2024-08,33,5
Bernhard Ganster,FIVE,Alles schnell und glatt gegeangen.,2024-08-14 00:00:00.000,alles schnell und glatt gegeangen,pos,5,2024-08,33,5
Tom Tom,FIVE,Unkomplizierte Abwicklung...tolle Beratung am Telefon...regelmäßige Info über den Verlauf des Anbieterwechsels,2024-08-14 00:00:00.000,unkomplizierte abwicklungtolle beratung am telefonregelmige info ber den verlauf des anbieterwechsels,pos,5,2024-08,101,11
Karl Heinz,FIVE,"Sehr vereinfachter bürokratischer Ablauf beim Wechsel
Insgesamt schnell und ohne Hürden",2024-08-13 00:00:00.000,"sehr vereinfachter brokratischer ablauf beim wechsel
insgesamt schnell und ohne hrden",pos,5,2024-08,85,11
Wolfgang Koehler,FIVE,"Einfache Prozesse, schnelle Abwicklung.",2024-08-10 00:00:00.000,einfache prozesse schnelle abwicklung,pos,5,2024-08,37,4
Manuela Schoener,FIVE,"Wechsel problemlos. Wenn alles problemlos bleibt, dann bin ich mit Sicherheit ein sehr zufriedener Kunde.",2024-08-09 00:00:00.000,wechsel problemlos wenn alles problemlos bleibt dann bin ich mit sicherheit ein sehr zufriedener kunde,pos,5,2024-08,102,15
Herbert Gfrörer,FOUR,"Alles bestens, aber warum bekomme ich eine Aufstellung der Vorauszahlungen von der Nerz OÖ?",2024-08-09 00:00:00.000,alles bestens aber warum bekomme ich eine aufstellung der vorauszahlungen von der nerz o,pos,4,2024-08,88,14
Thomas Hemetsberger,FIVE,Alles total einfach und unkompliziert.,2024-08-08 00:00:00.000,alles total einfach und unkompliziert,pos,5,2024-08,37,5
Rudolf Flasch,FIVE,Schnell und unkomplizierter Wechsel!!!,2024-08-07 00:00:00.000,schnell und unkomplizierter wechsel,pos,5,2024-08,35,4
Bocai Marius,FIVE,Is ok as a electicity dealer,2024-08-03 00:00:00.000,is ok as a electicity dealer,pos,5,2024-08,28,6
Daniel,FIVE,Super Service!,2024-08-02 00:00:00.000,super service,pos,5,2024-08,13,2
Johann Peck,FIVE,"Wechsel einfach und unkompliziert, Kundeninformationen völlig in Ordnung.",2024-08-01 00:00:00.000,wechsel einfach und unkompliziert kundeninformationen vllig in ordnung,pos,5,2024-08,70,8
Luca Reichelt,FIVE,Sehr schnell und unkompliziert. Nervig waren nur die Mitteilungen der Netzbetreiber und des bisherigen städtischen Versorgers.,2024-08-01 00:00:00.000,sehr schnell und unkompliziert nervig waren nur die mitteilungen der netzbetreiber und des bisherigen stdtischen versorgers,pos,5,2024-08,123,16
Michael Gstettner Mike,FIVE,"Einfach schneller, unkomplizierter und effizienter Wechsel nur weg von der EVN. Tarif ist auch sehr gut und der Kundendienst und Support reagiert prompt, kompetent und sehr freundlich.",2024-08-01 00:00:00.000,einfach schneller unkomplizierter und effizienter wechsel nur weg von der evn tarif ist auch sehr gut und der kundendienst und support reagiert prompt kompetent und sehr freundlich,pos,5,2024-08,180,27
Frau Patricia Vielhaber,FIVE,Aktuell sind wir sehr zufrieden. Preis ist super und Wechsel hat toll geklappt.,2024-07-31 00:00:00.000,aktuell sind wir sehr zufrieden preis ist super und wechsel hat toll geklappt,pos,5,2024-07,77,13
Chris F,FIVE,Wechsel hat problemlos geklappt. Kann aber noch nichts bezüglich Langzeiterfahrung mit MAXENERGY sagen.,2024-07-31 00:00:00.000,wechsel hat problemlos geklappt kann aber noch nichts bezglich langzeiterfahrung mit maxenergy sagen,pos,5,2024-07,100,13
Hans HUCK,FIVE,Schnelle Reaktion auf Mails. Allgemein gute Kommunikation,2024-07-31 00:00:00.000,schnelle reaktion auf mails allgemein gute kommunikation,pos,5,2024-07,56,7
Eva Weber,FIVE,"Der Wechsel ergab keine Probleme, die Benachrichtigungen kamen und ich wurde über den Stand informiert",2024-07-31 00:00:00.000,der wechsel ergab keine probleme die benachrichtigungen kamen und ich wurde ber den stand informiert,pos,5,2024-07,100,15
Marcello,FIVE,Alles Bestens !!,2024-07-30 00:00:00.000,alles bestens ,pos,5,2024-07,14,2
alexandra slater,FIVE,"Mein Wechsel hat reibungslos geklappt, kann ich nur empfehlen! Sehr transparent!",2024-07-30 00:00:00.000,mein wechsel hat reibungslos geklappt kann ich nur empfehlen sehr transparent,pos,5,2024-07,77,11
Michael Gstettner Mike,FIVE,"Schnell, effizient, kompetent und freundlich",2024-07-29 00:00:00.000,schnell effizient kompetent und freundlich,pos,5,2024-07,42,5
CS,FIVE,Alles bestens,2024-07-28 00:00:00.000,alles bestens,pos,5,2024-07,13,2
Rudi,FIVE,"Sehr unkomplizierter Wechsel, hat alles reibungslos funktioniert.",2024-07-20 00:00:00.000,sehr unkomplizierter wechsel hat alles reibungslos funktioniert,pos,5,2024-07,63,7
